0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
-0.05803959520247792,0.19390836382185425,0.010055243266908322,-0.1634411275558867,0.04655385926233755,0.12822210869072936,-0.04513587214520158,0.05324287833961689,0.09911951319599359,0.025824998530764788,0.14714739558878268,0.13817729081823998,-0.050448711245194504,-0.05037544204306593,0.01908489931860278,0.02411836788034286,-0.03675702009227501,-0.034783307572793486,-0.0846614376813819,-0.003620259998387998,-0.016131811538605424,-0.013835514176326552,-0.0157789318741165,0.021165080233595947,0.019656813209547503,0.03447750534009169,-0.016211041675578283,-0.018440520521421193,-0.005090333169321671,0.017684076397503294,0.02912335125170305,0.04352968940182073,0.03064330601082211,-0.03941063958711543,0.06230276342299102,0.02916009046109586
-0.23200689278772585,0.3345938950015588,0.0020348417377152954,-0.07213728410308988,-0.012033104430227594,0.0496101457803701,-0.16473896320291456,0.1294335096310778,-0.010075197144664014,0.0008289818193481118,-0.010607528562218213,0.06475501667599437,0.01487600966984787,-0.1454619645229824,-0.02580032607483481,0.016192468456933857,-0.002022567355176715,0.10152779907293882,0.0014690033508391125,-0.033319197667048925,0.028956485317695308,0.06782342871577654,0.005499318365042139,0.008747139381766513,0.03497089074057321,-0.048425566100771686,-0.04648133819931651,-0.048852507830995505,-0.02924426740489883,0.03024340384313269,-0.013706704632874085,-0.03833686423657452,0.07183739124360974,0.045632827790647625,0.020637220358615503,0.0017637361889864033
-0.5186031599134804,0.3153494630407364,-0.8262601461594209,0.18529066451372145,-0.09400224370177858,0.024383209486363674,0.0942420758153609,-0.06502831208376843,0.03443977010034105,0.04572353036968848,-0.03300012132519805,-0.0198818917701849,0.019599855774199336,0.013108183002462807,-0.013183550399818084,-0.010135632940991627,0.02317977534466004,0.008697122133104002,0.011691207424923604,-0.00758979802892135,-0.0016172868547167352,-0.0007869603993130356,0.014640077800399822,-0.017703988537613742,-0.0442556352317815,-0.006913328203620659,0.056447066195760454,0.014893172400038934,0.027092718239161376,-0.001030904646965535,0.009394086097344196,-0.043698808681329346,0.03930770905976278,0.02227185812158698,-0.006486773073237062,-0.0006296512028695574
0.013713875076398147,0.18746428403313017,0.016895319785350804,-0.19581356564027938,0.1112848316595286,0.05504490042313027,-0.019670789081061114,-0.02353916918418665,0.044697976180064124,-0.1277887923580871,0.12773458308812924,0.03564884552353732,0.05706771413979359,0.09810544797688656,-0.04600356206651432,-0.011133935048999581,-0.01652046558882476,-0.02533596106485703,-0.004382929166582055,-0.03221200707594469,-0.036301211378078395,-0.029026695831628053,-0.015937411715370955,0.003303591827996028,0.020698957134657418,0.08768106804300053,-0.04274631047305991,0.03323930731325907,-0.03450211854151992,-0.0008357118689180647,0.0309272932861658,-0.023425285783196883,-0.029603280431140133,0.015180810230646213,0.011674567475960514,0.0020302711889550315
-0.09058072117875439,0.13234214122862037,-0.17170468403308403,-0.16069714088896,0.13671109597737563,-0.028541306349533672,-0.018879209362627714,-0.024435065915824915,-0.03808214143433384,0.04451039174227312,-0.020338735359909186,-0.0653184317158304,-0.06996720863154829,0.1473070352927085,0.04474481734418357,0.07831002625531935,0.07877149900973754,0.018020773831616134,-0.07192491091799728,0.02081909047060359,-0.0234111205546656,0.08665171146959075,-0.0451514721259932,-0.047892011169982956,-0.006644748954803129,-0.09472335779842592,0.024883208782271442,0.041351591242505,0.038777052462668285,0.011205804555982597,0.04883506319370908,-0.023576140012597512,-0.05867843391903683,-0.013335060846656817,-0.060334710868887205,-0.015463907194829126
-0.040704374462657456,0.19241411179079365,-0.09184347340989879,-0.06919340187900576,0.130476601915947,0.22904352848506204,0.07583407982885175,0.019192739777859014,0.0021152890478462203,-0.099803031529082,-0.019355613507448608,-0.0818542057007698,-0.04612830949413985,-0.04482792908320501,-0.033164595888616075,0.043677833893492266,0.018576368415514903,0.010132106887642345,-0.04191951635530316,-0.01070709232809291,0.01859936001480902,0.04382638541847951,0.06325824528192639,0.022132688179329847,-0.00623763534635638,-0.0029364087847360294,-0.0668239389515986,-0.015916132103108206,0.09040679744640517,-0.03299165616490487,-0.017368142831635847,-0.03702969849307939,0.05714913976185296,0.006715069940759187,-0.023380534099428602,-0.03246888653250276
-0.32414876919518765,0.14364476012233152,-0.33217574496965696,0.1818299961583669,-0.007218667079450301,-0.10512269348724274,0.1399943110434318,-0.03246296827172581,0.1186324772326618,0.03731036861406425,0.031895540420828136,-0.027925429062880123,0.10686526943272194,-0.04003346683620894,-0.0027471110036866434,0.00412535734353171,0.01478468193980964,0.03732120557043726,-0.0629205335206299,0.024451117807063626,-0.010322654019247176,-0.031521271722029495,-0.008206532442361086,0.0603236211875904,0.0657941969903567,0.04278826632141456,0.004581683545315323,-0.058656289823076226,-0.07369550165211258,0.058698616418504664,0.045424149407292475,0.0019011111798872586,-0.10298602001871732,-0.04860861994451786,0.017837960702223227,-0.013678531537149236
0.38836185647665566,-0.11359210488000045,-0.09070883179618174,-0.07245120589953463,0.0676749168820906,-0.017609962393032936,-0.1248666873716951,-0.13069820920882816,0.005973801925005708,0.0340088056455066,-0.03429081441749297,0.06393020870661208,0.04712024107278994,-0.044869988517463114,-0.09162527426327872,0.023334393123112057,-0.006170650065601412,0.05457890305090191,-0.015331413511677376,0.008930828044073831,-0.026492387648981992,0.014238479236511059,-0.025638653120814935,0.011569856009873336,-0.018494058999683708,0.04253098674641376,0.01087547872585323,0.005331734040306433,0.04966564907969425,0.007782045139911615,0.036513107937887694,0.030411595806962812,-0.0764531114913079,0.030823539663594003,0.0004033475222911308,0.02726802074900816
-0.14145863299850284,-0.15705689339581733,0.08402369039324929,0.12260484521602681,0.1325207876672995,-0.1350522861013051,0.03796189894169347,-0.009050255307452128,0.03197134750083865,-0.011612505644980349,-0.03300722160008295,0.050023210993519564,-0.0037392475160033644,0.05734797581074036,-0.041930247255222576,0.008153044428882119,0.013773713887466824,0.00381274542696452,-0.05150326852423657,0.007737305898994772,-0.020661938581175123,0.03967607215416644,-0.007839496332056802,-0.005157701710795592,0.022890114674772814,0.02400544571885251,0.031089790919054398,-0.0404335093249591,-0.007793749932280989,0.01119875270894846,-0.017794392817526015,0.01620861432040828,-0.0002925709475272466,-0.0065131960927924636,-0.0002730581777997488,-0.004849956944968509
-0.08766095229458269,0.044147562119451804,-0.21531085561935354,0.14541412870070372,-0.09989877773803962,-0.04891962490579445,-0.028251867993722476,-0.15068840360559693,0.03695666602391052,0.010776608434982293,-0.007515048763684352,0.021855231498502877,0.008565156743150044,-0.023394304629489562,-0.04896352642427627,0.04827769871531699,-0.005002248612945533,-0.032431751145993594,-0.017657473246160293,0.033459131165838485,0.034010245430035564,-0.01257540403055232,0.07160170079058621,0.019508418740746544,-0.019740451937245978,-0.00707047850120926,-0.07716267194980354,-0.04228003774825384,0.07675542331323892,-0.006523514374844984,-0.014436476026760433,0.02496358021713391,0.0017629568198907681,0.010951435186801741,-0.0061674973591128055,-0.03840494322728863
