0,1,2,3,4,5,6,7,8,9,10
-0.040323922067901814,-0.1382272582477902,-0.07539320527562841,0.11920981086496567,-0.021996065451139368,0.08836728742728717,0.07126762677273071,-0.08606457185996441,-0.02050508955334367,-0.04115904679842623,0.0667309212248628
-0.18591078985215367,-0.2172032405655627,-0.16516540563063722,0.04161296471063681,0.033932980509636924,0.01818505152529955,0.17765977744467418,-0.0648967515572357,0.04208355643442228,0.00013879526870862207,0.050654146165935034
-0.4920685222315514,-0.6475329462811273,0.29012798746158736,-0.26320554220766623,0.12420086117909745,0.033396593130991095,-0.09607444994516631,0.0062565032274516374,-0.06065277814820144,-0.08275331978859937,-0.03365675231053894
0.01834937825851469,-0.13457275409075253,-0.08096876016827714,0.1412961955354513,-0.08871750469344164,0.0694287869204363,0.009777475093571882,-0.049074516988628955,-0.02283403233796202,0.11281342724849909,0.0066364992712870195
-0.07787993968351363,-0.22051475204519877,0.045546395569427266,0.08134194222847098,-0.16419919664059293,-0.00950703500890967,-0.028254277286980486,-0.008436580994706407,0.04412800527485754,-0.03631437137283274,-0.08256602415289574
-0.0366103963108088,-0.16778516391081613,-0.0326597520148185,0.023783024445477176,-0.08466844789824492,0.25616756261861373,-0.010989895545641174,-0.04018240733432999,-0.017203252903415383,0.03690529365578634,-0.026946924202892762
-0.2966113232606201,-0.27446785217771996,0.10247571454779779,-0.2120037569833562,0.046287692413191965,-0.0299537173298177,-0.09213228421597892,0.06324151908747755,-0.17121523594209606,-0.030529599824277096,-0.052471130864379045
0.3437998572997663,0.013629191269508045,0.14127071354544854,0.027999243187700973,-0.0846751558959701,-0.1005480392075723,-0.026730114422382052,-0.1408469618544399,-0.005969680310648627,-0.03160662280352765,0.0722421929205191
-0.13670758852727308,0.15766771005540753,-0.0030187346483590664,-0.1341915421836228,-0.12981999579946965,-0.09701967037763065,-0.004444708086391648,0.07481339806397497,-0.056959823710032866,-0.014717240770758994,0.0422953207506503
-0.09072672802593153,-0.13017462232059124,0.08629233515990357,-0.14383481378775798,0.10185222127194114,-0.09141342002710108,-0.09756711749059026,-0.06715290115787334,-0.05120959502595658,-0.021161892599200784,-0.009360359211853372
-0.1418904939261875,-0.1515875742100725,0.08099206711188962,-0.1928731820268336,0.0958593572617588,0.005177506738999667,0.02317307105509045,-0.062307505863887724,0.021391917184485618,-0.06303263003354438,0.01738292527405786
0.31721000387785353,-0.014755304049858609,-0.09130386976205093,0.11286508555571373,0.04762637486990241,-0.027988648470342888,-0.05356162544987007,0.0056235631619593095,-0.047563552220872,0.08768826361649908,0.033010440106715985
0.03307116963256612,-0.09405732877104103,-0.08851218825185235,0.023967923050389965,0.028473603389743085,0.06979646881101531,-0.0075082718601069505,0.039048908407204735,-0.07137768250595855,0.07469933817166162,0.019668192515970278
-0.23466188238056443,0.000563243481541256,-0.07042834991901377,-0.09164224130870385,-0.010378659011185334,-0.12145945538131182,0.013205408462965876,-0.05126263448575471,0.0018970668482672572,0.03233483288447154,0.012732736626887774
0.5585984557283253,0.0573547415972691,0.2154925921278767,-0.026792543499645122,0.00797085899305504,0.008490837175190374,-0.005069084474942423,0.02435546449780155,-0.057647350429593694,0.015930268456816134,0.005137241531450539
-0.24822552240075874,-0.03153024150842049,0.01885631791494601,-0.0021955101230814325,0.07042584078722867,0.029010477562490034,0.0739447492944185,0.004691199826827048,-0.06201444570801609,-0.06181972756085852,0.006848978897117618
-0.11966241711582427,0.09228577133269915,-0.06166494004902919,-0.032388207030004765,0.021913507694953656,-0.046902930136005064,0.007965892914406721,-0.014898846300870718,-0.06166546150447566,-0.0012674564993395677,0.09035009834840349
-0.20399573842081697,0.07776066748952931,-0.02957256382789246,0.05874225822854822,-0.01664206759320087,-0.11899117294123837,0.03786376591725135,-0.03847294090861736,-0.07723406671717904,0.04780874633509167,0.0019295881453281864
0.48437506566474214,-0.09215100758313631,0.0148779810972334,0.15087469319025051,0.044255767795446745,0.045784043540882904,-0.05780584814994778,0.015167949000435782,0.03125699754857971,-0.08298297396402515,-0.05453047408722607
0.008397902654927653,-0.16975874587794515,0.016519678444347864,0.07812012500264072,-0.059385265596607444,-0.16429020565624117,0.004677322564023652,-0.16799895577483753,0.016699256923399193,-0.002911844227317869,0.07222120120850635
