0,1,2,3,4,5,6,7,8
-0.05803959520247792,0.19390836382185425,0.010055243266908322,-0.1634411275558867,0.04655385926233755,0.12822210869072936,-0.04513587214520158,0.05324287833961689,0.09911951319599359
-0.23200689278772585,0.3345938950015588,0.0020348417377152954,-0.07213728410308988,-0.012033104430227594,0.0496101457803701,-0.16473896320291456,0.1294335096310778,-0.010075197144664014
-0.5186031599134804,0.3153494630407364,-0.8262601461594209,0.18529066451372145,-0.09400224370177858,0.024383209486363674,0.0942420758153609,-0.06502831208376843,0.03443977010034105
0.013713875076398147,0.18746428403313017,0.016895319785350804,-0.19581356564027938,0.1112848316595286,0.05504490042313027,-0.019670789081061114,-0.02353916918418665,0.044697976180064124
-0.09058072117875439,0.13234214122862037,-0.17170468403308403,-0.16069714088896,0.13671109597737563,-0.028541306349533672,-0.018879209362627714,-0.024435065915824915,-0.03808214143433384
-0.040704374462657456,0.19241411179079365,-0.09184347340989879,-0.06919340187900576,0.130476601915947,0.22904352848506204,0.07583407982885175,0.019192739777859014,0.0021152890478462203
-0.32414876919518765,0.14364476012233152,-0.33217574496965696,0.1818299961583669,-0.007218667079450301,-0.10512269348724274,0.1399943110434318,-0.03246296827172581,0.1186324772326618
0.38836185647665566,-0.11359210488000045,-0.09070883179618174,-0.07245120589953463,0.0676749168820906,-0.017609962393032936,-0.1248666873716951,-0.13069820920882816,0.005973801925005708
-0.14145863299850284,-0.15705689339581733,0.08402369039324929,0.12260484521602681,0.1325207876672995,-0.1350522861013051,0.03796189894169347,-0.009050255307452128,0.03197134750083865
-0.08766095229458269,0.044147562119451804,-0.21531085561935354,0.14541412870070372,-0.09989877773803962,-0.04891962490579445,-0.028251867993722476,-0.15068840360559693,0.03695666602391052
-0.1425243101133982,0.08252222461050632,-0.24094664857299952,0.1939045813453386,-0.074965952603438,0.03258029248257705,-0.050759029970840544,-0.013809265558038672,0.022591600407932864
0.3355484217968137,0.12719767825313089,0.10892659591043588,-0.08901662687717121,-0.07380556691434233,-0.06010529181603628,-0.01428044005032665,-0.06802631200666583,-0.0176480307841752
0.019716923930384152,0.17363451132693233,0.019987208690333328,-0.011322056704424327,-0.007491914100039745,0.0113746950776921,0.05695487023010307,0.0065804334206887635,0.04507351084248012
-0.23542609180637963,0.03500600999774966,0.0007055016734083466,0.08724206732931435,0.011193680346481076,-0.07492837964722711,-0.09670862455206483,-0.07678051067211293,0.02088680267948099
0.643488918667468,-0.16244186200338337,-0.11523280607170741,0.011765174203528801,-0.019849457698997795,0.0003910768867703617,0.06366477099046874,0.01240280425495037,0.05135411511214632
-0.2619565098017934,0.023002884295589648,-0.06824468201360985,0.01280269721956128,-0.08340909667551497,0.034695485788349106,-0.00021876579765957877,0.07052886384707217,0.10049957699873556
-0.12098983034943457,-0.03462896279758263,0.10872392275263618,0.053771023810740066,-0.0066790217177221285,-0.033144718121269144,-0.024902362183052473,-0.027011585527069015,0.06568673198276498
-0.21343718791307048,-0.04346736439208064,0.09656800797786984,-0.0666014078718679,-0.012346493810576788,-0.1161841770890349,-0.07845851430474175,-0.04635348989283728,0.0506299378379718
0.5221834579033774,0.14759245381053024,-0.018731997713462636,-0.15647908994773557,-0.09140788247184865,0.040056011364173826,0.09278011755434203,-0.010947999761706777,-0.04304420167754719
